xlong,ylat
-97.67169,26.3878
-97.66683,26.42337
-97.72665,26.37359
-97.76127,26.36699
-97.76553,26.29128
-97.71182,26.38424
-97.74911,26.38508
-97.65568,26.42391
-97.69224,26.36641
-97.71641,26.39851
-97.66982,26.40892
-97.75955,26.38215
-97.66798,26.36659
-97.66646,26.38917
-97.69789,26.38428
-97.7245,26.41059
-97.71034,26.39954
-97.73324,26.39582
-97.76299,26.39949
-97.76883,26.31103
-97.75421,26.38455
-97.80113,26.30656
-97.65948,26.39189
-97.76579,26.3962
-97.77615,26.33753
-97.72473,26.39664
-97.75331,26.40538
-97.75327,26.36934
-97.66083,26.42293
-97.72661,27.9742
-97.73035,27.97255
-97.6825,28.00186
-97.71673,27.99089
-97.71326,28.01454
-97.65635,28.01863
-97.65864,28.00541
-97.6606,28.01804
-97.7004,28.00258
-97.75136,28.02782
-97.67428,28.01881
-97.75511,28.02651
-97.72963,28.0094
-97.73517,27.97315
-97.75864,28.02355
-97.70417,27.98771
-97.68537,28.02037
-97.75692,28.00784
-97.6955,28.00357
-97.75291,27.98801
-97.73622,27.98925
-97.75707,28.00047
-97.70061,28.01093
-97.71041,27.98026
-97.71542,27.96922
-97.74823,28.02886
-97.74637,27.97405
-97.73537,28.01025
-97.67133,28.00958
-97.64744,28.01104
-97.70995,27.95938
-97.76418,28.00117
-97.7216,28.00685
-97.73315,28.02093
-97.70692,28.00933
-97.74825,28.00244
-97.65234,27.99406
-97.75199,28.0002
-97.74798,28.0116
-97.76981,28.0041
-97.73341,27.99192
-97.72681,28.01573
-97.66816,28.01373
-97.65431,28.0
-97.74191,28.0109
-97.70321,27.97542
-97.72467,27.96669
-97.64328,28.00672
-97.6797,28.01886
-97.76676,28.02046
-97.69122,28.02068
-97.70596,27.95999
-97.75219,28.00894
-97.70244,27.99575
-97.64923,27.99916
-97.66454,28.0021
-97.66058,27.99372
-97.74993,27.97247
-97.70178,28.02033
-97.71093,28.00243
-97.7072,28.02834
-97.71717,27.97866
-97.77528,27.99403
-97.65282,28.01062
-97.73137,27.99567
-97.74345,28.00243
-97.6869,28.00195
-97.70653,28.01927
-97.71162,27.98746
-97.69653,28.02066
-97.71947,27.96694
-97.74197,27.98764
-97.72002,28.02851
-97.66868,28.00218
-97.67132,27.999
-97.76273,28.00651
-97.67972,28.00599
-97.72192,27.97754
-97.74003,28.0253
-97.66549,28.01724
-97.72142,27.98805
-97.75294,27.96812
-97.76764,27.99782
-97.76486,28.02317
-97.65919,27.99876
-97.71452,27.95865
-97.74017,27.97245
-97.74229,27.98054
-97.63801,28.00779
-97.71627,28.00638
-97.64255,28.01421
-99.72997,33.73692
-99.71219,33.69395
-99.70393,33.74502
-99.79506,33.73612
-99.71574,33.71915
-99.75655,33.74586
-99.75069,33.72427
-99.70002,33.69419
-99.7616,33.72118
-99.78792,33.73616
-99.72111,33.69383
-99.78915,33.75468
-99.69596,33.69428
-99.77918,33.74743
-99.76689,33.74773
-99.70763,33.71949
-99.69419,33.74512
-99.74076,33.75668
-99.69104,33.7703
-99.72073,33.75844
-99.74686,33.72435
-99.6944,33.71985
-99.72094,33.73777
-99.70813,33.69403
-99.79536,33.75464
-99.7495,33.73972
-99.73911,33.73628
-99.7754,33.73503
-99.73291,33.75819
-99.7297,33.71613
-99.72564,33.71616
-99.78603,33.72054
-99.77663,33.71858
-99.71624,33.69386
-99.79226,33.75465
-99.77171,33.73505
-99.7345,33.7365
-99.77567,33.74797
-99.76886,33.7189
-99.70797,33.7447
-99.79348,33.7198
-99.71169,33.71932
-99.71577,33.73937
-99.69825,33.7451
-99.758,33.72242
-99.78075,33.73499
-99.72117,33.71618
-99.70408,33.69411
-99.70358,33.71966
-99.78992,33.72051
-99.69846,33.71977
-99.72479,33.75835
-99.77274,33.71859
-99.73695,33.75787
-99.74303,33.72442
-99.76511,33.71978
-99.77047,33.74771
-99.72546,33.73734
-99.75444,33.72363
-99.76392,33.74779
-99.73668,33.72011
-99.79149,33.73614
-99.69822,33.76744
-99.72885,33.75827
-99.78275,33.74715
-99.75327,33.74571
-99.69471,33.76885
-101.40199,32.20029
-101.43449,32.215
-101.40389,32.2085
-101.43429,32.1989
-101.39109,32.1465
-101.42259,32.20929
-101.38899,32.12059
-101.41289,32.13229
-101.42879,32.22089
-101.42179,32.13409
-101.41639,32.1992
-101.41009,32.2006
-101.41279,32.20919
-101.40689,32.20139
-101.42259,32.12669
-101.39219,32.12109
-101.39519,32.12059
-101.42719,32.19249
-101.43789,32.22089
-101.39419,32.1466
-101.40279,32.1534
-101.42869,32.2151
-101.41559,32.12629
-101.39839,32.12059
-101.41029,32.1571
-101.43499,32.2212
-101.41909,32.12619
-101.39229,32.15469
-101.43189,32.2207
-101.41329,32.2002
-101.40409,32.1964
-101.42429,32.216
-101.38669,32.1484
-101.40069,32.1754
-101.41879,32.1336
-101.38929,32.15469
-101.42809,32.1993
-101.41049,32.121
-101.43119,32.1989
-101.42659,32.1268
-101.42479,32.1334
-101.43769,32.2145
-101.40989,32.2085
-101.42419,32.1204
-101.42939,32.1322
-101.39719,32.14669
-101.41339,32.16449
-101.43019,32.19339
-101.40029,32.147
-101.40689,32.20839
-101.41519,32.21059
-101.41619,32.1325
-101.41989,32.11789
-99.01848,34.06569
-99.14845,34.09274
-99.02233,34.1271
-99.01436,34.06516
-99.05322,34.12391
-99.06493,34.10702
-99.11252,34.0948
-99.05051,34.1027
-99.07484,34.15653
-99.08324,34.15711
-99.03018,34.09779
-99.02607,34.09723
-99.12026,34.09629
-99.04142,34.10015
-99.07897,34.15653
-99.04591,34.1027
-99.00032,34.09757
-99.05719,34.12394
-99.09454,34.10189
-99.09902,34.1033
-99.03728,34.099
-99.09364,34.13428
-99.00488,34.11425
-99.06148,34.12488
-99.11542,34.15265
-99.16676,34.11238
-99.09565,34.15543
-99.10348,34.15186
-99.00539,34.13118
-99.12322,34.14972
-99.05029,34.07993
-99.12585,34.09493
-99.03101,34.0683
-99.07847,34.10589
-99.10546,34.13004
-99.09966,34.15439
-99.08958,34.13516
-99.01259,34.09916
-99.13844,34.09581
-99.14865,34.11452
-99.02998,34.12642
-99.01827,34.12733
-99.01765,34.11322
-99.00916,34.11353
-99.04882,34.1247
-99.08737,34.15711
-99.02218,34.11215
-99.00941,34.1297
-99.10937,34.12871
-99.01766,34.0991
-99.0694,34.12501
-99.13599,34.11312
-99.08574,34.13597
-99.02655,34.06771
-99.11819,34.10966
-99.13432,34.09548
