p_year,t_cap,t_hh,t_rd,t_rsa,t_ttlh,xlong,ylat
1999,660.0,65.0,47.0,1734.94,88.4,-101.40959,32.2142
1999,660.0,65.0,47.0,1734.94,88.4,-101.41079,32.21439
1999,660.0,65.0,47.0,1734.94,88.4,-101.4167,32.2156
1999,660.0,65.0,47.0,1734.94,88.4,-101.36489,32.17049
1999,660.0,65.0,47.0,1734.94,88.4,-101.4363,32.19
1999,660.0,65.0,47.0,1734.94,88.4,-101.43109,32.18039
1999,660.0,65.0,47.0,1734.94,88.4,-101.36379,32.1698
1999,660.0,65.0,47.0,1734.94,88.4,-101.36269,32.1689
1999,660.0,65.0,47.0,1734.94,88.4,-101.36249,32.1767
1999,660.0,65.0,47.0,1734.94,88.4,-101.42029,32.2151
1999,660.0,65.0,47.0,1734.94,88.4,-101.44319,32.19009
1999,660.0,65.0,47.0,1734.94,88.4,-101.37009,32.17749
1999,660.0,65.0,47.0,1734.94,88.4,-101.35829,32.168
1999,660.0,65.0,47.0,1734.94,88.4,-101.36139,32.17619
1999,1750.0,78.0,66.0,3421.19,113.0,-101.39999,32.2138
2022,4800.0,108.0,155.0,18869.19,185.6,-97.54191,28.24232
2022,4800.0,108.0,155.0,18869.19,185.6,-97.50796,28.29089
2022,4800.0,108.0,155.0,18869.19,185.6,-97.52978,28.2592
2022,4800.0,108.0,155.0,18869.19,185.6,-97.50794,28.22109
2022,4800.0,108.0,155.0,18869.19,185.6,-97.49411,28.26631
2022,4800.0,108.0,155.0,18869.19,185.6,-97.51268,28.28351
2022,4800.0,108.0,155.0,18869.19,185.6,-97.48333,28.26913
2022,4800.0,108.0,155.0,18869.19,185.6,-97.50679,28.23598
2022,4800.0,108.0,155.0,18869.19,185.6,-97.48461,28.2842
2022,4800.0,108.0,155.0,18869.19,185.6,-97.4926,28.2331
2022,4800.0,108.0,155.0,18869.19,185.6,-97.54354,28.29328
2022,4800.0,108.0,155.0,18869.19,185.6,-97.48759,28.23521
2022,4800.0,108.0,155.0,18869.19,185.6,-97.47306,28.28177
2022,4800.0,108.0,155.0,18869.19,185.6,-97.5553,28.27778
2022,4800.0,108.0,155.0,18869.19,185.6,-97.45924,28.27211
2022,4800.0,108.0,155.0,18869.19,185.6,-97.56579,28.28568
2022,4800.0,108.0,155.0,18869.19,185.6,-97.56271,28.30833
2022,4800.0,108.0,155.0,18869.19,185.6,-97.57363,28.24615
2022,4800.0,108.0,155.0,18869.19,185.6,-97.48931,28.26822
2022,4800.0,108.0,155.0,18869.19,185.6,-97.50401,28.26219
2022,4800.0,108.0,155.0,18869.19,185.6,-97.50342,28.24557
2022,4800.0,108.0,155.0,18869.19,185.6,-97.54775,28.28371
2022,4800.0,108.0,155.0,18869.19,185.6,-97.56649,28.26692
2022,4800.0,108.0,155.0,18869.19,185.6,-97.46085,28.26241
2022,4800.0,108.0,155.0,18869.19,185.6,-97.56605,28.25455
2022,4800.0,108.0,155.0,18869.19,185.6,-97.54459,28.26599
2022,4800.0,108.0,155.0,18869.19,185.6,-97.55876,28.24513
2022,4800.0,108.0,155.0,18869.19,185.6,-97.51415,28.24086
2022,4800.0,108.0,155.0,18869.19,185.6,-97.4957,28.21156
2022,4800.0,108.0,155.0,18869.19,185.6,-97.46157,28.28035
2022,4800.0,108.0,155.0,18869.19,185.6,-97.54416,28.30485
2022,4800.0,108.0,155.0,18869.19,185.6,-97.51843,28.23877
2022,4800.0,108.0,155.0,18869.19,185.6,-97.55579,28.23516
2022,4800.0,108.0,155.0,18869.19,185.6,-97.55266,28.30725
2022,4800.0,108.0,155.0,18869.19,185.6,-97.48861,28.21684
2022,4800.0,108.0,155.0,18869.19,185.6,-97.49691,28.29081
2022,4800.0,108.0,155.0,18869.19,185.6,-97.52853,28.28643
2022,4800.0,108.0,155.0,18869.19,185.6,-97.56027,28.23311
2022,4800.0,108.0,155.0,18869.19,185.6,-97.48799,28.24311
2022,4800.0,108.0,155.0,18869.19,185.6,-97.51586,28.25913
2022,4800.0,108.0,155.0,18869.19,185.6,-97.46661,28.26267
2022,4800.0,108.0,155.0,18869.19,185.6,-97.52477,28.26662
2022,4800.0,108.0,155.0,18869.19,185.6,-97.52119,28.24793
2022,4800.0,108.0,155.0,18869.19,185.6,-97.55106,28.23672
2022,4800.0,108.0,155.0,18869.19,185.6,-97.45512,28.26434
2022,4800.0,108.0,155.0,18869.19,185.6,-97.44943,28.26413
2022,4800.0,108.0,155.0,18869.19,185.6,-97.56765,28.24898
2022,4800.0,108.0,155.0,18869.19,185.6,-97.53496,28.2518
2022,4800.0,108.0,155.0,18869.19,185.6,-97.53758,28.22375
2022,4800.0,108.0,155.0,18869.19,185.6,-97.54325,28.22198
2018,3450.0,87.0,126.0,12468.98,150.0,-102.65406,34.09015
2018,3450.0,87.0,126.0,12468.98,150.0,-102.57605,34.03545
2018,3450.0,87.0,126.0,12468.98,150.0,-102.61998,34.03938
2018,3450.0,87.0,126.0,12468.98,150.0,-102.63461,34.08024
2018,3450.0,87.0,126.0,12468.98,150.0,-102.70478,34.06112
2018,3450.0,87.0,126.0,12468.98,150.0,-102.66096,34.03904
2018,3450.0,87.0,126.0,12468.98,150.0,-102.66596,34.04107
2018,3450.0,87.0,126.0,12468.98,150.0,-102.58476,34.03945
2018,3450.0,87.0,126.0,12468.98,150.0,-102.58025,34.03761
2018,3450.0,87.0,126.0,12468.98,150.0,-102.64409,34.08537
2018,3450.0,87.0,126.0,12468.98,150.0,-102.64892,34.08791
2018,3450.0,87.0,126.0,12468.98,150.0,-102.63558,34.04437
2018,3450.0,87.0,126.0,12468.98,150.0,-102.67053,34.04315
2018,3450.0,87.0,126.0,12468.98,150.0,-102.62524,34.07603
2018,3450.0,87.0,126.0,12468.98,150.0,-102.61542,34.03705
2018,3450.0,87.0,126.0,12468.98,150.0,-102.70028,34.05928
2018,3450.0,87.0,126.0,12468.98,150.0,-102.67253,34.06139
2018,3450.0,87.0,126.0,12468.98,150.0,-102.66612,34.06122
2018,3450.0,87.0,126.0,12468.98,150.0,-102.64931,34.05736
2018,3450.0,87.0,126.0,12468.98,150.0,-102.59416,34.04335
2018,3450.0,87.0,126.0,12468.98,150.0,-102.71099,34.06149
2018,3450.0,87.0,126.0,12468.98,150.0,-102.6746,34.04604
2018,3450.0,87.0,126.0,12468.98,150.0,-102.58895,34.04181
2018,3450.0,87.0,126.0,12468.98,150.0,-102.5988,34.04499
2018,3450.0,87.0,126.0,12468.98,150.0,-102.65408,34.05919
2018,3450.0,87.0,126.0,12468.98,150.0,-102.6871,34.05348
2018,3450.0,87.0,126.0,12468.98,150.0,-102.69147,34.05555
2018,3450.0,87.0,126.0,12468.98,150.0,-102.65891,34.06078
2018,3450.0,87.0,126.0,12468.98,150.0,-102.68296,34.05113
2018,3450.0,87.0,126.0,12468.98,150.0,-102.62435,34.04173
2018,3450.0,87.0,126.0,12468.98,150.0,-102.64538,34.04734
2018,3450.0,87.0,126.0,12468.98,150.0,-102.65615,34.03643
2018,3450.0,87.0,126.0,12468.98,150.0,-102.6298,34.07758
2018,3450.0,87.0,126.0,12468.98,150.0,-102.63936,34.08292
2018,3450.0,87.0,126.0,12468.98,150.0,-102.64051,34.04573
2018,3450.0,87.0,126.0,12468.98,150.0,-102.71711,34.0619
2018,3450.0,87.0,126.0,12468.98,150.0,-102.67843,34.0494
2018,3450.0,87.0,126.0,12468.98,150.0,-102.62096,34.07409
2018,3450.0,87.0,126.0,12468.98,150.0,-102.60864,34.04737
2018,3450.0,87.0,126.0,12468.98,150.0,-102.6513,34.0338
2018,3450.0,87.0,126.0,12468.98,150.0,-102.60364,34.04628
2018,3450.0,87.0,126.0,12468.98,150.0,-102.69577,34.0575
2018,3450.0,87.0,126.0,12468.98,150.0,-102.63076,34.04278
2012,1600.0,80.0,87.0,5944.68,123.4,-99.36689,34.32672
2012,1600.0,80.0,82.5,5345.62,121.3,-99.39039,34.29799
2012,1600.0,80.0,87.0,5944.68,123.4,-99.38025,34.3199
2012,1600.0,80.0,87.0,5944.68,123.4,-99.3634,34.30759
2012,1600.0,80.0,87.0,5944.68,123.4,-99.39496,34.31461
2012,1600.0,80.0,82.5,5345.62,121.3,-99.35747,34.29915
2012,1600.0,80.0,82.5,5345.62,121.3,-99.34189,34.28759
2012,1600.0,80.0,82.5,5345.62,121.3,-99.44579,34.24289
2012,1600.0,80.0,87.0,5944.68,123.4,-99.34359,34.342
2012,1600.0,80.0,87.0,5944.68,123.4,-99.38669,34.32719
2012,1600.0,80.0,82.5,5345.62,121.3,-99.32439,34.32019
2012,1600.0,80.0,82.5,5345.62,121.3,-99.40689,34.28569
2012,1600.0,80.0,87.0,5944.68,123.4,-99.38919,34.3486
2012,1500.0,80.0,82.5,5345.62,121.3,-99.33999,34.31609
2012,1600.0,80.0,82.5,5345.62,121.3,-99.37149,34.2888
2012,1600.0,80.0,82.5,5345.62,121.3,-99.32819,34.31929
2012,1600.0,80.0,82.5,5345.62,121.3,-99.39869,34.29879
2012,1600.0,80.0,82.5,5345.62,121.3,-99.44999,34.253
2012,1600.0,80.0,87.0,5944.68,123.4,-99.36049,34.3453
2012,1600.0,80.0,87.0,5944.68,123.4,-99.3411,34.35439
2012,1600.0,80.0,82.5,5345.62,121.3,-99.35019,34.3014
2012,1600.0,80.0,87.0,5944.68,123.4,-99.34619,34.3528
2012,1600.0,80.0,87.0,5944.68,123.4,-99.37539,34.34489
2012,1600.0,80.0,82.5,5345.62,121.3,-99.43319,34.26979
2012,1600.0,80.0,82.5,5345.62,121.3,-99.34529,34.2869
2012,1600.0,80.0,82.5,5345.62,121.3,-99.38329,34.29889
2012,1600.0,80.0,82.5,5345.62,121.3,-99.454,34.25489
2012,1600.0,80.0,82.5,5345.62,121.3,-99.43589,34.25819
2012,1600.0,80.0,87.0,5944.68,123.4,-99.3522,34.3387
2012,1600.0,80.0,87.0,5944.68,123.4,-99.33689,34.36099
2012,1600.0,80.0,82.5,5345.62,121.3,-99.38359,34.28999
2012,1500.0,80.0,82.5,5345.62,121.3,-99.3317,34.31699
2012,1500.0,80.0,82.5,5345.62,121.3,-99.35309,34.31039
2012,1600.0,80.0,87.0,5944.68,123.4,-99.33849,34.3574
2012,1600.0,80.0,82.5,5345.62,121.3,-99.37619,34.28999
2012,1600.0,80.0,82.5,5345.62,121.3,-99.3196,34.32589
2012,1600.0,80.0,82.5,5345.62,121.3,-99.36169,34.29079
2012,1600.0,80.0,87.0,5944.68,123.4,-99.38069,34.34349
2012,1600.0,80.0,82.5,5345.62,121.3,-99.37479,34.2987
2012,1600.0,80.0,87.0,5944.68,123.4,-99.37581,34.31986
2012,1600.0,80.0,82.5,5345.62,121.3,-99.4577,34.2581
2012,1600.0,80.0,82.5,5345.62,121.3,-99.34929,34.2875
2012,1600.0,80.0,82.5,5345.62,121.3,-99.4381,34.2693
2012,1600.0,80.0,82.5,5345.62,121.3,-99.43779,34.25409
2012,1600.0,80.0,82.5,5345.62,121.3,-99.31569,34.32769
2012,1600.0,80.0,82.5,5345.62,121.3,-99.32179,34.32409
2012,1600.0,80.0,82.5,5345.62,121.3,-99.35849,34.29139
2012,1600.0,80.0,87.0,5944.68,123.4,-99.38629,34.34879
2012,1600.0,80.0,82.5,5345.62,121.3,-99.40859,34.27749
2012,1600.0,80.0,82.5,5345.62,121.3,-99.3681,34.28919
2012,1600.0,80.0,82.5,5345.62,121.3,-99.39509,34.2968
2012,1600.0,80.0,82.5,5345.62,121.3,-99.44329,34.24509
2012,1600.0,80.0,87.0,5944.68,123.4,-99.34959,34.35019
2012,1600.0,80.0,87.0,5944.68,123.4,-99.33959,34.34269
2012,1600.0,80.0,87.0,5944.68,123.4,-99.34879,34.3402
2012,1600.0,80.0,82.5,5345.62,121.3,-99.4055,34.27839
2012,1600.0,80.0,82.5,5345.62,121.3,-99.38629,34.29849
2012,1600.0,80.0,87.0,5944.68,123.4,-99.37239,34.32079
2012,1600.0,80.0,87.0,5944.68,123.4,-99.38754,34.31653
2012,1600.0,80.0,82.5,5345.62,121.3,-99.4027,34.28659
2012,1500.0,80.0,82.5,5345.62,121.3,-99.33609,34.31669
2012,1600.0,80.0,82.5,5345.62,121.3,-99.41589,34.2763
2012,1600.0,80.0,82.5,5345.62,121.3,-99.4026,34.2809
2012,1600.0,80.0,82.5,5345.62,121.3,-99.44609,34.2519
2012,1600.0,80.0,82.5,5345.62,121.3,-99.37069,34.29889
2012,1600.0,80.0,82.5,5345.62,121.3,-99.36169,34.29779
2012,1600.0,80.0,82.5,5345.62,121.3,-99.36599,34.29829
2012,1600.0,80.0,87.0,5944.68,123.4,-99.35339,34.3494
2012,1600.0,80.0,82.5,5345.62,121.3,-99.38639,34.28759
2012,1600.0,80.0,82.5,5345.62,121.3,-99.412,34.2757
2012,1600.0,80.0,87.0,5944.68,123.4,-99.35719,34.34869
2012,1600.0,80.0,82.5,5345.62,121.3,-99.39089,34.28669
2012,1600.0,80.0,82.5,5345.62,121.3,-99.3794,34.2897
2012,1600.0,80.0,82.5,5345.62,121.3,-99.41409,34.28429
2012,1600.0,80.0,82.5,5345.62,121.3,-99.41089,34.28499
2012,1600.0,80.0,87.0,5944.68,123.4,-99.39056,34.32639
2012,1600.0,80.0,87.0,5944.68,123.4,-99.38451,34.31888
2012,1500.0,80.0,82.5,5345.62,121.3,-99.3466,34.31199
2012,1500.0,80.0,82.5,5345.62,121.3,-99.34239,34.31279
2012,1600.0,80.0,82.5,5345.62,121.3,-99.36479,34.28999
2012,1600.0,80.0,82.5,5345.62,121.3,-99.39529,34.28589
2012,1600.0,80.0,82.5,5345.62,121.3,-99.37879,34.29829
2018,2500.0,90.0,116.0,10568.32,148.1,-99.46256,34.21954
2018,2500.0,90.0,116.0,10568.32,148.1,-99.47308,34.2571
2018,2500.0,90.0,116.0,10568.32,148.1,-99.46662,34.25878
2018,2500.0,90.0,116.0,10568.32,148.1,-99.48237,34.23679
2018,2500.0,90.0,116.0,10568.32,148.1,-99.47807,34.20541
2018,2500.0,90.0,116.0,10568.32,148.1,-99.50362,34.231
2018,2500.0,90.0,116.0,10568.32,148.1,-99.49488,34.23486
2018,2500.0,90.0,116.0,10568.32,148.1,-99.4475,34.2235
2018,2500.0,90.0,116.0,10568.32,148.1,-99.46729,34.21875
2018,1715.0,80.0,103.0,8332.29,131.4,-99.44444,34.27042
2018,2500.0,90.0,116.0,10568.32,148.1,-99.4781,34.23724
2018,2500.0,90.0,116.0,10568.32,148.1,-99.48042,34.24756
2018,1715.0,80.0,103.0,8332.29,131.4,-99.45189,34.26764
2018,2500.0,90.0,116.0,10568.32,148.1,-99.48243,34.20261
2018,2500.0,90.0,116.0,10568.32,148.1,-99.45702,34.22187
2018,2500.0,90.0,116.0,10568.32,148.1,-99.49905,34.23256
2018,1715.0,80.0,103.0,8332.29,131.4,-99.45748,34.26826
2018,1715.0,80.0,103.0,8332.29,131.4,-99.46195,34.2673
2019,2520.0,89.0,127.0,12667.69,152.4,-99.57124,34.13094
2019,2520.0,89.0,127.0,12667.69,152.4,-99.58581,34.14053
2019,1715.0,80.0,103.0,8332.29,131.4,-99.52242,34.14418
2019,2520.0,89.0,127.0,12667.69,152.4,-99.57787,34.20281
2019,2520.0,89.0,127.0,12667.69,152.4,-99.52267,34.1774
2019,1715.0,80.0,103.0,8332.29,131.4,-99.52921,34.21623
2019,2520.0,89.0,127.0,12667.69,152.4,-99.58365,34.18995
2019,2520.0,89.0,127.0,12667.69,152.4,-99.53516,34.12649
2019,2520.0,89.0,127.0,12667.69,152.4,-99.53754,34.24143
2019,2520.0,89.0,127.0,12667.69,152.4,-99.57923,34.18994
2019,2520.0,89.0,127.0,12667.69,152.4,-99.53951,34.12589
2019,2520.0,89.0,127.0,12667.69,152.4,-99.5336,34.20512
2019,2520.0,89.0,127.0,12667.69,152.4,-99.5534,34.24395
2019,2520.0,89.0,127.0,12667.69,152.4,-99.58371,34.15648
2019,2520.0,89.0,127.0,12667.69,152.4,-99.56238,34.13718
2019,2520.0,89.0,127.0,12667.69,152.4,-99.5801,34.16239
2019,2520.0,89.0,127.0,12667.69,152.4,-99.56537,34.2464
2019,2520.0,89.0,127.0,12667.69,152.4,-99.52155,34.15997
2019,1715.0,80.0,103.0,8332.29,131.4,-99.58218,34.20516
2019,2520.0,89.0,127.0,12667.69,152.4,-99.56424,34.22523
2019,2520.0,89.0,127.0,12667.69,152.4,-99.54503,34.2414
2019,2520.0,89.0,127.0,12667.69,152.4,-99.55254,34.19656
2019,2520.0,89.0,127.0,12667.69,152.4,-99.53539,34.15688
2019,2520.0,89.0,127.0,12667.69,152.4,-99.57238,34.20392
2019,2520.0,89.0,127.0,12667.69,152.4,-99.55885,34.12341
2019,2520.0,89.0,127.0,12667.69,152.4,-99.56912,34.19044
2019,1715.0,80.0,103.0,8332.29,131.4,-99.53956,34.15721
2019,2520.0,89.0,127.0,12667.69,152.4,-99.57056,34.14793
2019,2520.0,89.0,127.0,12667.69,152.4,-99.58308,34.17427
2019,2520.0,89.0,127.0,12667.69,152.4,-99.55994,34.245
2019,2520.0,89.0,127.0,12667.69,152.4,-99.53168,34.1613
2019,2520.0,89.0,127.0,12667.69,152.4,-99.574,34.18866
2019,2520.0,89.0,127.0,12667.69,152.4,-99.5836,34.21487
2019,2520.0,89.0,127.0,12667.69,152.4,-99.54443,34.12496
2019,2520.0,89.0,127.0,12667.69,152.4,-99.54329,34.19247
2019,2520.0,89.0,127.0,12667.69,152.4,-99.53332,34.17326
2019,2520.0,89.0,127.0,12667.69,152.4,-99.56758,34.13639
2019,2520.0,89.0,127.0,12667.69,152.4,-99.53583,34.14525
2019,1715.0,80.0,103.0,8332.29,131.4,-99.52474,34.21484
2019,2520.0,89.0,127.0,12667.69,152.4,-99.59126,34.14291
2019,2520.0,89.0,127.0,12667.69,152.4,-99.5525,34.12444
2019,2520.0,89.0,127.0,12667.69,152.4,-99.51672,34.1787
2019,1715.0,80.0,103.0,8332.29,131.4,-99.54698,34.21562
2019,2520.0,89.0,127.0,12667.69,152.4,-99.57882,34.17534
2019,2520.0,89.0,127.0,12667.69,152.4,-99.5476,34.19555
2019,2520.0,89.0,127.0,12667.69,152.4,-99.54318,34.17535
2019,2520.0,89.0,127.0,12667.69,152.4,-99.52693,34.15848
2019,2520.0,89.0,127.0,12667.69,152.4,-99.58785,34.16962
2019,2520.0,89.0,127.0,12667.69,152.4,-99.52888,34.20556
2019,2520.0,89.0,127.0,12667.69,152.4,-99.50828,34.17994
2019,2520.0,89.0,127.0,12667.69,152.4,-99.50301,34.18124
2019,2520.0,89.0,127.0,12667.69,152.4,-99.54244,34.21578
2019,2520.0,89.0,127.0,12667.69,152.4,-99.56417,34.12303
2019,2520.0,89.0,127.0,12667.69,152.4,-99.55586,34.15717
2019,2520.0,89.0,127.0,12667.69,152.4,-99.58232,34.14663
2019,2520.0,89.0,127.0,12667.69,152.4,-99.54549,34.16259
2019,2520.0,89.0,127.0,12667.69,152.4,-99.52705,34.17593
2019,2520.0,89.0,127.0,12667.69,152.4,-99.56387,34.19006
2019,2520.0,89.0,127.0,12667.69,152.4,-99.59928,34.14245
2019,2520.0,89.0,127.0,12667.69,152.4,-99.55132,34.16094
2019,2520.0,89.0,127.0,12667.69,152.4,-99.55623,34.1894
2019,2520.0,89.0,127.0,12667.69,152.4,-99.54148,34.14458
2019,2520.0,89.0,127.0,12667.69,152.4,-99.53131,34.14517
2019,2520.0,89.0,127.0,12667.69,152.4,-99.58646,34.20408
2019,2520.0,89.0,127.0,12667.69,152.4,-99.51906,34.20795
2019,2520.0,89.0,127.0,12667.69,152.4,-99.58873,34.15604
2019,2520.0,89.0,127.0,12667.69,152.4,-99.55425,34.21116
2019,2520.0,89.0,127.0,12667.69,152.4,-99.55034,34.1738
2019,2520.0,89.0,127.0,12667.69,152.4,-99.55676,34.1363
2019,1715.0,80.0,103.0,8332.29,131.4,-99.53336,34.21532
2019,2520.0,89.0,127.0,12667.69,152.4,-99.57787,34.21449
2019,2520.0,89.0,127.0,12667.69,152.4,-99.56795,34.20408
2019,1715.0,80.0,103.0,8332.29,131.4,-99.53707,34.21132
2019,2520.0,89.0,127.0,12667.69,152.4,-99.53893,34.17478
2019,2520.0,89.0,127.0,12667.69,152.4,-99.54917,34.14329
2019,2520.0,89.0,127.0,12667.69,152.4,-99.55979,34.22771
2019,2520.0,89.0,127.0,12667.69,152.4,-99.5725,34.21438
2019,2520.0,89.0,127.0,12667.69,152.4,-99.51649,34.1516
2019,2520.0,89.0,127.0,12667.69,152.4,-99.59175,34.16592
2019,2520.0,89.0,127.0,12667.69,152.4,-99.5271,34.14678
2019,2520.0,89.0,127.0,12667.69,152.4,-99.55039,34.23039
2019,2520.0,89.0,127.0,12667.69,152.4,-99.56326,34.2041
2012,1620.0,80.0,91.0,6503.88,125.6,-98.6182,33.4708
2012,1620.0,80.0,91.0,6503.88,125.6,-98.55985,33.50691
2012,1620.0,80.0,91.0,6503.88,125.6,-98.52639,33.5346
2012,1620.0,80.0,91.0,6503.88,125.6,-98.56179,33.55639
2012,1620.0,80.0,91.0,6503.88,125.6,-98.55919,33.53809
2012,1620.0,80.0,91.0,6503.88,125.6,-98.53866,33.50973
2012,1620.0,80.0,91.0,6503.88,125.6,-98.56339,33.50629
2012,1620.0,80.0,91.0,6503.88,125.6,-98.63519,33.4801
2012,1620.0,80.0,91.0,6503.88,125.6,-98.58339,33.50129
2012,1620.0,80.0,91.0,6503.88,125.6,-98.64779,33.48349
2012,1620.0,80.0,91.0,6503.88,125.6,-98.54707,33.49075
2012,1620.0,80.0,91.0,6503.88,125.6,-98.54829,33.5417
2012,1620.0,80.0,91.0,6503.88,125.6,-98.6312,33.474
2012,1620.0,80.0,91.0,6503.88,125.6,-98.64189,33.46899
2012,1620.0,80.0,91.0,6503.88,125.6,-98.52899,33.53399
2012,1620.0,80.0,91.0,6503.88,125.6,-98.54199,33.50909
2012,1620.0,80.0,91.0,6503.88,125.6,-98.63739,33.47849
2012,1620.0,80.0,91.0,6503.88,125.6,-98.59049,33.50079
2012,1620.0,80.0,91.0,6503.88,125.6,-98.56999,33.4778
2012,1620.0,80.0,91.0,6503.88,125.6,-98.56629,33.50509
2012,1620.0,80.0,91.0,6503.88,125.6,-98.60439,33.48069
2012,1620.0,80.0,91.0,6503.88,125.6,-98.55609,33.48669
2012,1620.0,80.0,91.0,6503.88,125.6,-98.60089,33.50399
2012,1620.0,80.0,91.0,6503.88,125.6,-98.62259,33.47149
2012,1620.0,80.0,91.0,6503.88,125.6,-98.54306,33.54705
2012,1620.0,80.0,91.0,6503.88,125.6,-98.57536,33.50084
2012,1620.0,80.0,91.0,6503.88,125.6,-98.55959,33.5575
2012,1620.0,80.0,91.0,6503.88,125.6,-98.64029,33.4866
2012,1620.0,80.0,91.0,6503.88,125.6,-98.58259,33.47619
2012,1620.0,80.0,91.0,6503.88,125.6,-98.61699,33.4758
2012,1620.0,80.0,91.0,6503.88,125.6,-98.57389,33.4778
2012,1620.0,80.0,91.0,6503.88,125.6,-98.60369,33.50559
2012,1620.0,80.0,91.0,6503.88,125.6,-98.6191,33.48389
2012,1620.0,80.0,91.0,6503.88,125.6,-98.61169,33.4764
2012,1620.0,80.0,91.0,6503.88,125.6,-98.59349,33.5094
2012,1620.0,80.0,91.0,6503.88,125.6,-98.56049,33.52959
2012,1620.0,80.0,91.0,6503.88,125.6,-98.52839,33.54269
2012,1620.0,80.0,91.0,6503.88,125.6,-98.60859,33.47799
2012,1620.0,80.0,91.0,6503.88,125.6,-98.6452,33.48439
2012,1620.0,80.0,91.0,6503.88,125.6,-98.52379,33.5561
2012,1620.0,80.0,91.0,6503.88,125.6,-98.59599,33.5053
2012,1620.0,80.0,91.0,6503.88,125.6,-98.5565,33.50969
2012,1620.0,80.0,91.0,6503.88,125.6,-98.52429,33.54419
2012,1620.0,80.0,91.0,6503.88,125.6,-98.66229,33.4847
2012,1620.0,80.0,91.0,6503.88,125.6,-98.62569,33.4778
2012,1620.0,80.0,91.0,6503.88,125.6,-98.57029,33.4968
2012,1620.0,80.0,91.0,6503.88,125.6,-98.5229,33.5351
2012,1620.0,80.0,91.0,6503.88,125.6,-98.62149,33.47849
2012,1620.0,80.0,91.0,6503.88,125.6,-98.55679,33.52919
2012,1620.0,80.0,91.0,6503.88,125.6,-98.56089,33.4973
2012,1620.0,80.0,91.0,6503.88,125.6,-98.57069,33.46759
2012,1620.0,80.0,91.0,6503.88,125.6,-98.53809,33.54759
2012,1620.0,80.0,91.0,6503.88,125.6,-98.536,33.50979
2012,1620.0,80.0,91.0,6503.88,125.6,-98.56419,33.53669
2012,1620.0,80.0,91.0,6503.88,125.6,-98.59189,33.48509
2012,1620.0,80.0,91.0,6503.88,125.6,-98.56339,33.4968
2012,1620.0,80.0,91.0,6503.88,125.6,-98.57764,33.49316
2012,1620.0,80.0,91.0,6503.88,125.6,-98.57599,33.46729
2012,1620.0,80.0,91.0,6503.88,125.6,-98.57779,33.47559
2012,1620.0,80.0,91.0,6503.88,125.6,-98.55097,33.50214
2012,1620.0,80.0,91.0,6503.88,125.6,-98.59699,33.4828
2012,1620.0,80.0,91.0,6503.88,125.6,-98.58051,33.50364
2012,1620.0,80.0,91.0,6503.88,125.6,-98.55719,33.56559
2012,1620.0,80.0,91.0,6503.88,125.6,-98.65769,33.48369
2012,1620.0,80.0,91.0,6503.88,125.6,-98.60099,33.4824
2012,1620.0,80.0,91.0,6503.88,125.6,-98.54845,33.50264
2012,1620.0,80.0,91.0,6503.88,125.6,-98.55455,33.56598
2012,1620.0,80.0,91.0,6503.88,125.6,-98.53269,33.54569
2012,1620.0,80.0,91.0,6503.88,125.6,-98.56739,33.49699
2012,1620.0,80.0,91.0,6503.88,125.6,-98.55449,33.50029
2012,1620.0,80.0,91.0,6503.88,125.6,-98.60849,33.4861
2012,1620.0,80.0,91.0,6503.88,125.6,-98.55249,33.53029
2012,1620.0,80.0,91.0,6503.88,125.6,-98.54549,33.54179
2012,1620.0,80.0,91.0,6503.88,125.6,-98.5482,33.53
2012,1620.0,80.0,91.0,6503.88,125.6,-98.53519,33.54569
2012,1620.0,80.0,91.0,6503.88,125.6,-98.56649,33.4684
2012,1620.0,80.0,91.0,6503.88,125.6,-98.61459,33.48679
2012,1620.0,80.0,91.0,6503.88,125.6,-98.53339,33.50979
2012,1620.0,80.0,91.0,6503.88,125.6,-98.5985,33.50369
2012,1620.0,80.0,91.0,6503.88,125.6,-98.6386,33.47319
2012,1620.0,80.0,91.0,6503.88,125.6,-98.64529,33.47559
2012,1620.0,80.0,91.0,6503.88,125.6,-98.57399,33.4908
2012,1620.0,80.0,91.0,6503.88,125.6,-98.54589,33.50259
2012,1620.0,80.0,91.0,6503.88,125.6,-98.6144,33.47619
2012,1620.0,80.0,91.0,6503.88,125.6,-98.55709,33.49799
2012,1620.0,80.0,91.0,6503.88,125.6,-98.65139,33.4833
2012,1620.0,80.0,91.0,6503.88,125.6,-98.5641,33.4857
2012,1620.0,80.0,91.0,6503.88,125.6,-98.6331,33.4829
2012,1620.0,80.0,91.0,6503.88,125.6,-98.56149,33.53729
2012,1620.0,80.0,91.0,6503.88,125.6,-98.55029,33.4926
2012,1620.0,80.0,91.0,6503.88,125.6,-98.51759,33.53389
2012,1620.0,80.0,91.0,6503.88,125.6,-98.56049,33.48549
2012,1620.0,80.0,91.0,6503.88,125.6,-98.56839,33.4876
2012,1620.0,80.0,91.0,6503.88,125.6,-98.65499,33.4843
2012,1620.0,80.0,91.0,6503.88,125.6,-98.5734,33.46719
2003,1000.0,69.0,61.4,2960.92,99.7,-101.10851,32.942
2003,1000.0,60.0,61.4,2960.92,90.8,-101.32668,32.94392
2003,1000.0,69.0,61.4,2960.92,99.7,-101.10984,32.94212
