,latitude,longitude,avg_temp,std_temp,avg_wind_speed,std_wind_speed,avg_wind_direction,std_wind_direction
0,31.09132,-100.01824,14.709466,6.967806,26.017244,7.004296,188.8951,82.08672
1,31.11451,-99.96059,14.753673,6.9499187,25.766218,6.9210587,190.48163,82.898254
2,31.11829,-100.02533,14.858966,6.9678063,26.017244,7.004296,188.8951,82.08672
3,31.09747,-100.02802,14.728965,6.9678054,26.017244,7.004296,188.8951,82.08672
4,31.0884,-100.04456,14.7744665,6.9678063,26.017244,7.004296,188.8951,82.08672
5,31.09367,-99.98276,14.630172,6.9499187,25.766218,6.9210587,190.48163,82.898254
6,31.09026,-100.00677,14.813465,6.967806,26.017244,7.004296,188.8951,82.08672
7,31.12199,-100.05623,14.904464,6.9678054,26.017244,7.004296,188.8951,82.08672
8,31.12256,-100.06014,14.891464,6.967805,26.017244,7.004296,188.8951,82.08672
9,31.1236,-99.96707,14.760171,6.9499187,25.766218,6.9210587,190.48163,82.898254
10,31.14181,-100.05193,15.014966,6.9678063,26.017244,7.004296,188.8951,82.08672
11,31.09015,-99.99856,14.735464,6.9678054,26.017244,7.004296,188.8951,82.08672
12,31.09173,-100.05283,14.748464,6.9678054,26.017244,7.004296,188.8951,82.08672
13,31.10938,-99.97665,14.649672,6.9499187,25.766218,6.9210587,190.48163,82.898254
14,31.12264,-99.97112,14.740672,6.9499187,25.766218,6.9210587,190.48163,82.898254
15,31.13997,-100.04515,14.9239645,6.9678063,26.017244,7.004296,188.8951,82.08672
16,31.12972,-100.02931,14.988966,6.967806,26.017244,7.004296,188.8951,82.08672
17,31.08951,-100.00282,14.767965,6.9678063,26.017244,7.004296,188.8951,82.08672
18,31.09182,-100.06139,14.780966,6.967806,26.017244,7.004296,188.8951,82.08672
19,31.10345,-100.03814,14.787465,6.9678054,26.017244,7.004296,188.8951,82.08672
20,31.1217,-99.97577,14.753673,6.9499187,25.766218,6.9210587,190.48163,82.898254
21,31.09504,-100.02486,14.722465,6.9678063,26.017244,7.004296,188.8951,82.08672
22,31.09286,-100.02181,14.728965,6.9678054,26.017244,7.004296,188.8951,82.08672
23,31.11317,-99.96821,14.734172,6.9499187,25.766218,6.9210587,190.48163,82.898254
24,31.12048,-100.05259,14.871966,6.9678063,26.017244,7.004296,188.8951,82.08672
25,31.12994,-100.0253,14.949966,6.9678063,26.017244,7.004296,188.8951,82.08672
26,31.09083,-99.99069,14.623672,6.9499187,25.766218,6.9210587,190.48163,82.898254
27,31.08999,-100.04867,14.748464,6.9678054,26.017244,7.004296,188.8951,82.08672
28,31.08986,-99.99451,14.754966,6.967806,26.017244,7.004296,188.8951,82.08672
29,31.10691,-99.98391,14.675672,6.9499187,25.766218,6.9210587,190.48163,82.898254
30,26.202,-97.45372,21.411953,5.2489724,24.427538,7.188829,161.46178,96.581055
31,26.14968,-97.47756,21.520092,5.2275276,24.633894,7.223096,161.1857,96.920815
32,26.16021,-97.47015,21.424953,5.2489724,24.427538,7.188829,161.46178,96.581055
33,26.22756,-97.45618,21.345037,5.0973725,25.761637,7.181404,158.33733,95.48654
34,26.14747,-97.48595,21.526592,5.2275276,24.633894,7.223096,161.1857,96.920815
35,26.24931,-97.47226,21.338133,5.2630024,24.44866,7.10799,163.20856,96.85828
36,26.15069,-97.52745,21.520092,5.2275276,24.633894,7.223096,161.1857,96.920815
37,26.17318,-97.5258,21.398956,5.248972,24.427538,7.188829,161.46178,96.581055
38,26.1408,-97.49492,21.526592,5.2275276,24.633894,7.223096,161.1857,96.920815
39,26.25297,-97.46201,21.338133,5.2630024,24.44866,7.10799,163.20856,96.85828
40,26.23306,-97.4512,21.345037,5.0973725,25.761637,7.181404,158.33733,95.48654
41,26.19629,-97.48761,21.411953,5.2489724,24.427538,7.188829,161.46178,96.581055
42,26.17319,-97.4888,21.411953,5.2489724,24.427538,7.188829,161.46178,96.581055
43,26.23551,-97.48383,21.338133,5.2630024,24.44866,7.10799,163.20856,96.85828
44,26.17359,-97.49671,21.411953,5.2489724,24.427538,7.188829,161.46178,96.581055
45,26.22965,-97.45338,21.345037,5.0973725,25.761637,7.181404,158.33733,95.48654
46,26.17464,-97.48162,21.405453,5.2489724,24.427538,7.188829,161.46178,96.581055
47,26.15193,-97.52407,21.418455,5.248973,24.427538,7.188829,161.46178,96.581055
48,26.18821,-97.45287,21.411953,5.2489724,24.427538,7.188829,161.46178,96.581055
49,26.18819,-97.52483,21.411953,5.2489724,24.427538,7.188829,161.46178,96.581055
50,26.20098,-97.47342,21.418455,5.248973,24.427538,7.188829,161.46178,96.581055
51,26.17133,-97.52905,21.411953,5.2489724,24.427538,7.188829,161.46178,96.581055
52,26.19984,-97.47688,21.418455,5.248973,24.427538,7.188829,161.46178,96.581055
53,26.25261,-97.44949,21.351536,5.0973725,25.761637,7.181404,158.33733,95.48654
54,26.18557,-97.45615,21.418455,5.248973,24.427538,7.188829,161.46178,96.581055
55,26.25232,-97.46555,21.338133,5.2630024,24.44866,7.10799,163.20856,96.85828
56,26.13976,-97.49889,21.520092,5.2275276,24.633894,7.223096,161.1857,96.920815
57,26.15481,-97.47154,21.418455,5.248973,24.427538,7.188829,161.46178,96.581055
58,26.19088,-97.51833,21.411953,5.2489724,24.427538,7.188829,161.46178,96.581055
59,26.19501,-97.4913,21.418455,5.248973,24.427538,7.188829,161.46178,96.581055
60,26.17397,-97.48528,21.411953,5.2489724,24.427538,7.188829,161.46178,96.581055
61,26.15175,-97.47434,21.424953,5.2489724,24.427538,7.188829,161.46178,96.581055
62,26.19703,-97.48374,21.411953,5.2489724,24.427538,7.188829,161.46178,96.581055
63,26.173,-97.49262,21.411953,5.2489724,24.427538,7.188829,161.46178,96.581055
64,26.17434,-97.52216,21.392454,5.2489724,24.427538,7.188829,161.46178,96.581055
65,26.2334,-97.48697,21.338133,5.2630024,24.44866,7.10799,163.20856,96.85828
66,26.25209,-97.46932,21.338133,5.2630024,24.44866,7.10799,163.20856,96.85828
67,26.198,-97.48007,21.411953,5.2489724,24.427538,7.188829,161.46178,96.581055
68,26.1447,-97.48813,21.526592,5.2275276,24.633894,7.223096,161.1857,96.920815
69,26.17623,-97.47099,21.411953,5.2489724,24.427538,7.188829,161.46178,96.581055
