,latitude,longitude,avg_temp,std_temp,avg_wind_speed,std_wind_speed,avg_wind_direction,std_wind_direction
0,35.26846,-101.26748,10.048306,7.4771075,27.864208,8.285368,201.59537,94.056625
1,35.29561,-101.15404,10.075905,7.448031,28.37197,8.126274,202.75693,93.29428
2,35.29582,-101.14213,10.082405,7.4480314,28.37197,8.126274,202.75693,93.29428
3,35.24202,-101.18506,9.993085,7.433583,28.02707,8.393709,200.94186,95.50391
4,35.23489,-101.1339,10.071085,7.433583,28.02707,8.393709,200.94186,95.50391
5,35.23866,-101.21489,10.113306,7.4771075,27.864208,8.285368,201.59537,94.056625
6,35.25755,-101.14295,10.019085,7.4335833,28.02707,8.393709,200.94186,95.50391
7,35.24109,-101.15521,10.019085,7.4335833,28.02707,8.393709,200.94186,95.50391
8,35.28135,-101.27851,10.048306,7.4771075,27.864208,8.285368,201.59537,94.056625
9,35.25623,-101.18872,9.954084,7.433583,28.02707,8.393709,200.94186,95.50391
10,35.21903,-101.09652,10.068373,7.4243174,27.445084,8.572348,200.27322,97.45408
11,35.26252,-101.28026,10.074307,7.4771075,27.864208,8.285368,201.59537,94.056625
12,35.27253,-101.11721,10.071085,7.433583,28.02707,8.393709,200.94186,95.50391
13,35.30225,-101.10147,10.044935,7.4492025,28.4624,8.095028,205.99953,92.71448
14,35.27221,-101.1479,10.006084,7.4335833,28.02707,8.393709,200.94186,95.50391
15,35.28074,-101.18726,9.967085,7.4335833,28.02707,8.393709,200.94186,95.50391
16,35.2208,-101.08723,10.093479,7.433945,28.29551,8.291672,200.67015,95.7455
17,35.21851,-101.10815,10.068373,7.4243174,27.445084,8.572348,200.27322,97.45408
18,35.26439,-101.23486,10.1523075,7.4771075,27.864208,8.285368,201.59537,94.056625
19,35.2454,-101.17757,9.973585,7.433583,28.02707,8.393709,200.94186,95.50391
20,35.25328,-101.24855,10.087306,7.4771075,27.864208,8.285368,201.59537,94.056625
21,35.28317,-101.1924,9.967085,7.4335833,28.02707,8.393709,200.94186,95.50391
22,35.23957,-101.23025,10.171807,7.4771085,27.864208,8.285368,201.59537,94.056625
23,35.28389,-101.22607,10.126307,7.4771075,27.864208,8.285368,201.59537,94.056625
24,35.27494,-101.25945,10.067807,7.4771075,27.864208,8.285368,201.59537,94.056625
25,35.23858,-101.27407,10.041807,7.477108,27.864208,8.285368,201.59537,94.056625
26,35.30693,-101.15406,10.082405,7.4480314,28.37197,8.126274,202.75693,93.29428
27,35.25639,-101.18088,9.960586,7.433583,28.02707,8.393709,200.94186,95.50391
28,35.24109,-101.27963,10.054806,7.4771075,27.864208,8.285368,201.59537,94.056625
29,35.21584,-101.12743,10.029374,7.4243174,27.445084,8.572348,200.27322,97.45408
30,35.27356,-101.23821,10.126307,7.4771075,27.864208,8.285368,201.59537,94.056625
31,35.25343,-101.232,10.119807,7.4771075,27.864208,8.285368,201.59537,94.056625
32,35.25571,-101.26521,10.061306,7.4771075,27.864208,8.285368,201.59537,94.056625
33,35.26856,-101.17531,9.967085,7.4335833,28.02707,8.393709,200.94186,95.50391
34,35.27762,-101.15428,10.006084,7.4335833,28.02707,8.393709,200.94186,95.50391
35,35.26983,-101.18985,9.954084,7.433583,28.02707,8.393709,200.94186,95.50391
36,35.25795,-101.20004,9.941084,7.433583,28.02707,8.393709,200.94186,95.50391
37,35.28426,-101.25615,10.080806,7.4771075,27.864208,8.285368,201.59537,94.056625
38,35.29223,-101.1029,10.057934,7.4492025,28.4624,8.095028,205.99953,92.71448
